SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,STATE_SCH_ID,NCESID,COOP,COOP_CODE,DEMOGRAPHIC,SUPPRESSED4YR,GRADS4YR,COHORT4YR,GRADRATE4YR,SUPPRESSED5YR,GRADS5YR,COHORT5YR,GRADRATE5YR
20182019,114,WARREN,571,Warren County,,---District Total---,571,,,GRREC,902,LUN,N,619,628,98.6,N,566,577,98.1
20182019,114,WARREN,571,Warren County,,---District Total---,571,,,GRREC,902,LEP,N,101,118,85.6,N,70,84,83.3
20182019,114,WARREN,571,Warren County,,---District Total---,571,,,GRREC,902,LEN,N,1090,1110,98.2,N,1040,1052,98.9
20182019,114,WARREN,571,Warren County,,---District Total---,571,,,GRREC,902,HOM,,,0,,Y,,1,
20182019,114,WARREN,571,Warren County,,---District Total---,571,,,GRREC,902,ETW,N,844,858,98.4,N,813,825,98.5
20182019,114,WARREN,571,Warren County,,---District Total---,571,,,GRREC,902,ETP,Y,,4,,Y,,1,
20182019,114,WARREN,571,Warren County,,---District Total---,571,,,GRREC,902,ACO,N,1114,1143,97.5,N,1040,1060,98.1
20182019,115,WASHINGTON,575,Washington County,074,Washington County High School,575074,115575074,210576001358,CKEC,901,ACD,N,10,12,83.3,N,18,18,100.0
20182019,115,WASHINGTON,575,Washington County,074,Washington County High School,575074,115575074,210576001358,CKEC,901,ACO,N,94,94,100.0,N,85,85,100.0
20182019,115,WASHINGTON,575,Washington County,074,Washington County High School,575074,115575074,210576001358,CKEC,901,TST,N,104,106,98.1,N,103,103,100.0
20182019,115,WASHINGTON,575,Washington County,074,Washington County High School,575074,115575074,210576001358,CKEC,901,SXM,N,48,50,96.0,N,53,53,100.0
20182019,115,WASHINGTON,575,Washington County,074,Washington County High School,575074,115575074,210576001358,CKEC,901,SXF,N,56,56,100.0,N,50,50,100.0
20182019,115,WASHINGTON,575,Washington County,074,Washington County High School,575074,115575074,210576001358,CKEC,901,MIG,Y,,1,,,,0,
20182019,115,WASHINGTON,575,Washington County,074,Washington County High School,575074,115575074,210576001358,CKEC,901,LUP,N,43,44,97.7,N,57,57,100.0
20182019,115,WASHINGTON,575,Washington County,074,Washington County High School,575074,115575074,210576001358,CKEC,901,LUN,N,61,62,98.4,N,46,46,100.0
20182019,115,WASHINGTON,575,Washington County,074,Washington County High School,575074,115575074,210576001358,CKEC,901,LEP,Y,,2,,,,0,
20182019,115,WASHINGTON,575,Washington County,074,Washington County High School,575074,115575074,210576001358,CKEC,901,LEN,N,102,104,98.1,N,103,103,100.0
20182019,115,WASHINGTON,575,Washington County,074,Washington County High School,575074,115575074,210576001358,CKEC,901,HOM,,,0,,Y,,2,
20182019,115,WASHINGTON,575,Washington County,074,Washington County High School,575074,115575074,210576001358,CKEC,901,ETW,N,92,93,98.9,N,91,91,100.0
20182019,115,WASHINGTON,575,Washington County,074,Washington County High School,575074,115575074,210576001358,CKEC,901,ETP,,,0,,,,0,
20182019,115,WASHINGTON,575,Washington County,074,Washington County High School,575074,115575074,210576001358,CKEC,901,ETO,Y,,2,,Y,,1,
20182019,115,WASHINGTON,575,Washington County,074,Washington County High School,575074,115575074,210576001358,CKEC,901,ETI,,,0,,,,0,
20182019,115,WASHINGTON,575,Washington County,074,Washington County High School,575074,115575074,210576001358,CKEC,901,ETH,Y,,6,,Y,,6,
20182019,115,WASHINGTON,575,Washington County,074,Washington County High School,575074,115575074,210576001358,CKEC,901,ETB,Y,,5,,Y,,4,
20182019,115,WASHINGTON,575,Washington County,074,Washington County High School,575074,115575074,210576001358,CKEC,901,ETA,,,0,,Y,,1,
20182019,115,WASHINGTON,575,Washington County,074,Washington County High School,575074,115575074,210576001358,CKEC,901,ELM,Y,,4,,,,0,
20182019,115,WASHINGTON,575,Washington County,074,Washington County High School,575074,115575074,210576001358,CKEC,901,CSG,N,22,24,91.7,N,29,29,100.0
20182019,115,WASHINGTON,575,Washington County,,---District Total---,575,,,CKEC,901,ACD,N,10,12,83.3,N,19,19,100.0
20182019,115,WASHINGTON,575,Washington County,,---District Total---,575,,,CKEC,901,TST,N,124,126,98.4,N,123,123,100.0
20182019,115,WASHINGTON,575,Washington County,,---District Total---,575,,,CKEC,901,SXF,N,69,69,100.0,N,58,58,100.0
20182019,115,WASHINGTON,575,Washington County,,---District Total---,575,,,CKEC,901,MIG,Y,,1,,,,0,
20182019,115,WASHINGTON,575,Washington County,,---District Total---,575,,,CKEC,901,LUP,N,56,57,98.2,N,71,71,100.0
20182019,115,WASHINGTON,575,Washington County,,---District Total---,575,,,CKEC,901,LUN,N,68,69,98.6,N,52,52,100.0
20182019,115,WASHINGTON,575,Washington County,,---District Total---,575,,,CKEC,901,LEP,Y,,4,,Y,,1,
20182019,115,WASHINGTON,575,Washington County,,---District Total---,575,,,CKEC,901,LEN,N,120,122,98.4,N,122,122,100.0
20182019,115,WASHINGTON,575,Washington County,,---District Total---,575,,,CKEC,901,HOM,Y,,1,,Y,,4,
20182019,115,WASHINGTON,575,Washington County,,---District Total---,575,,,CKEC,901,ETW,N,108,109,99.1,N,108,108,100.0
20182019,115,WASHINGTON,575,Washington County,,---District Total---,575,,,CKEC,901,ETP,,,0,,,,0,
20182019,115,WASHINGTON,575,Washington County,,---District Total---,575,,,CKEC,901,ETO,Y,,2,,Y,,1,
20182019,115,WASHINGTON,575,Washington County,,---District Total---,575,,,CKEC,901,ETI,,,0,,,,0,
20182019,115,WASHINGTON,575,Washington County,,---District Total---,575,,,CKEC,901,ETH,Y,,8,,Y,,7,
20182019,115,WASHINGTON,575,Washington County,,---District Total---,575,,,CKEC,901,ETB,Y,,7,,Y,,6,
20182019,115,WASHINGTON,575,Washington County,,---District Total---,575,,,CKEC,901,ETA,,,0,,Y,,1,
20182019,115,WASHINGTON,575,Washington County,,---District Total---,575,,,CKEC,901,ELM,Y,,6,,Y,,1,
20182019,115,WASHINGTON,575,Washington County,,---District Total---,575,,,CKEC,901,CSG,N,26,28,92.9,N,33,33,100.0
20182019,115,WASHINGTON,575,Washington County,,---District Total---,575,,,CKEC,901,ACO,N,114,114,100.0,N,104,104,100.0
20182019,115,WASHINGTON,575,Washington County,,---District Total---,575,,,CKEC,901,SXM,N,55,57,96.5,N,65,65,100.0
20182019,116,WAYNE,581,Wayne County,200,Wayne County High School,581200,116581200,210579001224,SESC,907,ACD,N,15,18,83.3,N,17,18,94.4
20182019,116,WAYNE,581,Wayne County,200,Wayne County High School,581200,116581200,210579001224,SESC,907,ACO,N,182,187,97.3,N,192,200,96.0
20182019,116,WAYNE,581,Wayne County,200,Wayne County High School,581200,116581200,210579001224,SESC,907,TST,N,197,205,96.1,N,209,218,95.9
20182019,116,WAYNE,581,Wayne County,200,Wayne County High School,581200,116581200,210579001224,SESC,907,SXM,N,102,107,95.3,N,97,104,93.3
20182019,116,WAYNE,581,Wayne County,200,Wayne County High School,581200,116581200,210579001224,SESC,907,SXF,N,95,98,96.9,N,112,114,98.2
20182019,116,WAYNE,581,Wayne County,200,Wayne County High School,581200,116581200,210579001224,SESC,907,MIG,Y,,4,,Y,,2,
20182019,116,WAYNE,581,Wayne County,200,Wayne County High School,581200,116581200,210579001224,SESC,907,LUP,N,130,135,96.3,N,139,145,95.9
20182019,116,WAYNE,581,Wayne County,200,Wayne County High School,581200,116581200,210579001224,SESC,907,LUN,N,67,70,95.7,N,70,73,95.9
20182019,116,WAYNE,581,Wayne County,200,Wayne County High School,581200,116581200,210579001224,SESC,907,LEP,Y,,4,,Y,,9,
20182019,116,WAYNE,581,Wayne County,200,Wayne County High School,581200,116581200,210579001224,SESC,907,LEN,N,194,201,96.5,N,203,209,97.1
20182019,116,WAYNE,581,Wayne County,200,Wayne County High School,581200,116581200,210579001224,SESC,907,HOM,,,0,,Y,,7,
20182019,116,WAYNE,581,Wayne County,200,Wayne County High School,581200,116581200,210579001224,SESC,907,ETW,N,187,194,96.4,N,186,191,97.4
20182019,116,WAYNE,581,Wayne County,200,Wayne County High School,581200,116581200,210579001224,SESC,907,ETP,,,0,,,,0,
20182019,116,WAYNE,581,Wayne County,200,Wayne County High School,581200,116581200,210579001224,SESC,907,ETO,Y,,2,,Y,,1,
20182019,116,WAYNE,581,Wayne County,200,Wayne County High School,581200,116581200,210579001224,SESC,907,ETI,,,0,,,,0,
20182019,116,WAYNE,581,Wayne County,200,Wayne County High School,581200,116581200,210579001224,SESC,907,ETH,Y,,7,,N,11,15,73.3
20182019,116,WAYNE,581,Wayne County,200,Wayne County High School,581200,116581200,210579001224,SESC,907,ETB,Y,,2,,Y,,8,
20182019,116,WAYNE,581,Wayne County,200,Wayne County High School,581200,116581200,210579001224,SESC,907,ETA,,,0,,Y,,3,
20182019,116,WAYNE,581,Wayne County,200,Wayne County High School,581200,116581200,210579001224,SESC,907,ELM,Y,,5,,N,10,14,71.4
20182019,116,WAYNE,581,Wayne County,200,Wayne County High School,581200,116581200,210579001224,SESC,907,CSG,N,25,29,86.2,N,35,40,87.5
20182019,116,WAYNE,581,Wayne County,,---District Total---,581,,,SESC,907,ACD,N,15,20,75.0,N,18,19,94.7
20182019,116,WAYNE,581,Wayne County,,---District Total---,581,,,SESC,907,TST,N,200,214,93.5,N,218,230,94.8
20182019,116,WAYNE,581,Wayne County,,---District Total---,581,,,SESC,907,SXF,N,95,99,96.0,N,113,118,95.8
20182019,116,WAYNE,581,Wayne County,,---District Total---,581,,,SESC,907,MIG,Y,,4,,Y,,2,
20182019,116,WAYNE,581,Wayne County,,---District Total---,581,,,SESC,907,LUP,N,133,143,93.0,N,148,156,94.9
20182019,116,WAYNE,581,Wayne County,,---District Total---,581,,,SESC,907,LUN,N,67,71,94.4,N,70,74,94.6
20182019,116,WAYNE,581,Wayne County,,---District Total---,581,,,SESC,907,LEP,Y,,4,,Y,,9,
20182019,116,WAYNE,581,Wayne County,,---District Total---,581,,,SESC,907,LEN,N,197,210,93.8,N,212,221,95.9
20182019,116,WAYNE,581,Wayne County,,---District Total---,581,,,SESC,907,HOM,,,0,,Y,,7,
20182019,116,WAYNE,581,Wayne County,,---District Total---,581,,,SESC,907,ETW,N,190,203,93.6,N,195,202,96.5
20182019,116,WAYNE,581,Wayne County,,---District Total---,581,,,SESC,907,ETP,,,0,,,,0,
20182019,116,WAYNE,581,Wayne County,,---District Total---,581,,,SESC,907,ETO,Y,,2,,Y,,1,
20182019,116,WAYNE,581,Wayne County,,---District Total---,581,,,SESC,907,ETI,,,0,,,,0,
20182019,116,WAYNE,581,Wayne County,,---District Total---,581,,,SESC,907,ETH,Y,,7,,N,11,15,73.3
20182019,116,WAYNE,581,Wayne County,,---District Total---,581,,,SESC,907,ETB,Y,,2,,Y,,9,
20182019,116,WAYNE,581,Wayne County,,---District Total---,581,,,SESC,907,ETA,,,0,,Y,,3,
20182019,116,WAYNE,581,Wayne County,,---District Total---,581,,,SESC,907,ELM,Y,,5,,N,10,14,71.4
20182019,116,WAYNE,581,Wayne County,,---District Total---,581,,,SESC,907,CSG,N,25,31,80.6,N,36,42,85.7
20182019,116,WAYNE,581,Wayne County,,---District Total---,581,,,SESC,907,ACO,N,185,194,95.4,N,200,211,94.8
20182019,116,WAYNE,581,Wayne County,,---District Total---,581,,,SESC,907,SXM,N,105,115,91.3,N,105,112,93.8
20182019,117,WEBSTER,585,Webster County,130,Webster County High School,585130,117585130,210582001374,WKEC,908,MIG,Y,,9,,Y,,8,
20182019,117,WEBSTER,585,Webster County,130,Webster County High School,585130,117585130,210582001374,WKEC,908,SXF,N,67,71,94.4,N,66,71,93.0
20182019,117,WEBSTER,585,Webster County,130,Webster County High School,585130,117585130,210582001374,WKEC,908,SXM,N,77,85,90.6,N,51,67,76.1
20182019,117,WEBSTER,585,Webster County,130,Webster County High School,585130,117585130,210582001374,WKEC,908,TST,N,144,156,92.3,N,117,138,84.8
20182019,117,WEBSTER,585,Webster County,130,Webster County High School,585130,117585130,210582001374,WKEC,908,ACD,Y,,8,,N,6,12,50.0
20182019,117,WEBSTER,585,Webster County,130,Webster County High School,585130,117585130,210582001374,WKEC,908,ACO,N,137,148,92.6,N,111,126,88.1
20182019,117,WEBSTER,585,Webster County,130,Webster County High School,585130,117585130,210582001374,WKEC,908,CSG,N,26,34,76.5,N,21,34,61.8
20182019,117,WEBSTER,585,Webster County,130,Webster County High School,585130,117585130,210582001374,WKEC,908,ELM,N,6,12,50.0,N,7,12,58.3
20182019,117,WEBSTER,585,Webster County,130,Webster County High School,585130,117585130,210582001374,WKEC,908,ETA,,,0,,Y,,1,
20182019,117,WEBSTER,585,Webster County,130,Webster County High School,585130,117585130,210582001374,WKEC,908,ETB,,,0,,Y,,2,
20182019,117,WEBSTER,585,Webster County,130,Webster County High School,585130,117585130,210582001374,WKEC,908,ETH,N,13,19,68.4,N,12,18,66.7
20182019,117,WEBSTER,585,Webster County,130,Webster County High School,585130,117585130,210582001374,WKEC,908,ETI,,,0,,,,0,
20182019,117,WEBSTER,585,Webster County,130,Webster County High School,585130,117585130,210582001374,WKEC,908,ETO,Y,,6,,Y,,1,
20182019,117,WEBSTER,585,Webster County,130,Webster County High School,585130,117585130,210582001374,WKEC,908,ETP,Y,,1,,Y,,1,
20182019,117,WEBSTER,585,Webster County,130,Webster County High School,585130,117585130,210582001374,WKEC,908,ETW,N,125,130,96.2,N,102,115,88.7
20182019,117,WEBSTER,585,Webster County,130,Webster County High School,585130,117585130,210582001374,WKEC,908,HOM,Y,,4,,Y,,9,
20182019,117,WEBSTER,585,Webster County,130,Webster County High School,585130,117585130,210582001374,WKEC,908,LEN,N,138,144,95.8,N,116,132,87.9
20182019,117,WEBSTER,585,Webster County,130,Webster County High School,585130,117585130,210582001374,WKEC,908,LEP,N,6,12,50.0,Y,,6,
20182019,117,WEBSTER,585,Webster County,130,Webster County High School,585130,117585130,210582001374,WKEC,908,LUN,N,76,83,91.6,N,58,65,89.2
20182019,117,WEBSTER,585,Webster County,130,Webster County High School,585130,117585130,210582001374,WKEC,908,LUP,N,68,73,93.2,N,59,73,80.8
20182019,117,WEBSTER,585,Webster County,,---District Total---,585,,,WKEC,908,ACD,Y,,8,,N,6,12,50.0
20182019,117,WEBSTER,585,Webster County,,---District Total---,585,,,WKEC,908,TST,N,144,156,92.3,N,117,138,84.8
20182019,117,WEBSTER,585,Webster County,,---District Total---,585,,,WKEC,908,CSG,N,26,34,76.5,N,21,34,61.8
20182019,117,WEBSTER,585,Webster County,,---District Total---,585,,,WKEC,908,ELM,N,6,12,50.0,N,7,12,58.3
20182019,117,WEBSTER,585,Webster County,,---District Total---,585,,,WKEC,908,ETA,,,0,,Y,,1,
20182019,117,WEBSTER,585,Webster County,,---District Total---,585,,,WKEC,908,ETB,,,0,,Y,,2,
20182019,117,WEBSTER,585,Webster County,,---District Total---,585,,,WKEC,908,ETH,N,13,19,68.4,N,12,18,66.7
20182019,117,WEBSTER,585,Webster County,,---District Total---,585,,,WKEC,908,ETI,,,0,,,,0,
20182019,117,WEBSTER,585,Webster County,,---District Total---,585,,,WKEC,908,ETO,Y,,6,,Y,,1,
20182019,117,WEBSTER,585,Webster County,,---District Total---,585,,,WKEC,908,ETP,Y,,1,,Y,,1,
20182019,117,WEBSTER,585,Webster County,,---District Total---,585,,,WKEC,908,ETW,N,125,130,96.2,N,102,115,88.7
20182019,117,WEBSTER,585,Webster County,,---District Total---,585,,,WKEC,908,HOM,Y,,4,,Y,,9,
20182019,117,WEBSTER,585,Webster County,,---District Total---,585,,,WKEC,908,LEN,N,138,144,95.8,N,116,132,87.9
20182019,117,WEBSTER,585,Webster County,,---District Total---,585,,,WKEC,908,LEP,N,6,12,50.0,Y,,6,
20182019,117,WEBSTER,585,Webster County,,---District Total---,585,,,WKEC,908,LUN,N,76,83,91.6,N,58,65,89.2
20182019,117,WEBSTER,585,Webster County,,---District Total---,585,,,WKEC,908,LUP,N,68,73,93.2,N,59,73,80.8
20182019,117,WEBSTER,585,Webster County,,---District Total---,585,,,WKEC,908,MIG,Y,,9,,Y,,8,
20182019,117,WEBSTER,585,Webster County,,---District Total---,585,,,WKEC,908,SXF,N,67,71,94.4,N,66,71,93.0
20182019,117,WEBSTER,585,Webster County,,---District Total---,585,,,WKEC,908,SXM,N,77,85,90.6,N,51,67,76.1
20182019,117,WEBSTER,585,Webster County,,---District Total---,585,,,WKEC,908,ACO,N,137,148,92.6,N,111,126,88.1
20182019,118,WHITLEY,591,Whitley County,430,Whitley County High School,591430,118591430,210588001386,SESC,907,ETO,Y,,1,,Y,,1,
20182019,118,WHITLEY,591,Whitley County,430,Whitley County High School,591430,118591430,210588001386,SESC,907,TST,N,233,243,95.9,N,245,255,96.1
20182019,118,WHITLEY,591,Whitley County,430,Whitley County High School,591430,118591430,210588001386,SESC,907,ETH,Y,,4,,Y,,2,
20182019,118,WHITLEY,591,Whitley County,430,Whitley County High School,591430,118591430,210588001386,SESC,907,ETB,,,0,,Y,,1,
20182019,118,WHITLEY,591,Whitley County,430,Whitley County High School,591430,118591430,210588001386,SESC,907,ETA,Y,,1,,Y,,1,
20182019,118,WHITLEY,591,Whitley County,430,Whitley County High School,591430,118591430,210588001386,SESC,907,ELM,,,0,,,,0,
20182019,118,WHITLEY,591,Whitley County,430,Whitley County High School,591430,118591430,210588001386,SESC,907,CSG,N,35,41,85.4,N,34,41,82.9
20182019,118,WHITLEY,591,Whitley County,430,Whitley County High School,591430,118591430,210588001386,SESC,907,ACO,N,202,206,98.1,N,215,218,98.6
20182019,118,WHITLEY,591,Whitley County,430,Whitley County High School,591430,118591430,210588001386,SESC,907,ACD,N,31,37,83.8,N,30,37,81.1
20182019,118,WHITLEY,591,Whitley County,430,Whitley County High School,591430,118591430,210588001386,SESC,907,ETP,,,0,,,,0,
20182019,118,WHITLEY,591,Whitley County,430,Whitley County High School,591430,118591430,210588001386,SESC,907,ETW,N,227,237,95.8,N,239,249,96.0
20182019,118,WHITLEY,591,Whitley County,430,Whitley County High School,591430,118591430,210588001386,SESC,907,HOM,Y,,2,,Y,,8,
20182019,118,WHITLEY,591,Whitley County,430,Whitley County High School,591430,118591430,210588001386,SESC,907,LEN,N,233,243,95.9,N,245,255,96.1
20182019,118,WHITLEY,591,Whitley County,430,Whitley County High School,591430,118591430,210588001386,SESC,907,LEP,,,0,,,,0,
20182019,118,WHITLEY,591,Whitley County,430,Whitley County High School,591430,118591430,210588001386,SESC,907,LUN,N,66,67,98.5,N,68,69,98.6
20182019,118,WHITLEY,591,Whitley County,430,Whitley County High School,591430,118591430,210588001386,SESC,907,LUP,N,167,176,94.9,N,177,186,95.2
20182019,118,WHITLEY,591,Whitley County,430,Whitley County High School,591430,118591430,210588001386,SESC,907,MIG,,,0,,,,0,
20182019,118,WHITLEY,591,Whitley County,430,Whitley County High School,591430,118591430,210588001386,SESC,907,SXF,N,118,121,97.5,N,121,123,98.4
20182019,118,WHITLEY,591,Whitley County,430,Whitley County High School,591430,118591430,210588001386,SESC,907,SXM,N,115,122,94.3,N,124,132,93.9
20182019,118,WHITLEY,591,Whitley County,430,Whitley County High School,591430,118591430,210588001386,SESC,907,ETI,,,0,,Y,,1,
20182019,118,WHITLEY,591,Whitley County,,---District Total---,591,,,SESC,907,ETO,Y,,1,,Y,,1,
20182019,118,WHITLEY,591,Whitley County,,---District Total---,591,,,SESC,907,ETI,,,0,,Y,,1,
20182019,118,WHITLEY,591,Whitley County,,---District Total---,591,,,SESC,907,ETH,Y,,4,,Y,,2,
20182019,118,WHITLEY,591,Whitley County,,---District Total---,591,,,SESC,907,ETB,,,0,,Y,,1,
20182019,118,WHITLEY,591,Whitley County,,---District Total---,591,,,SESC,907,ETA,Y,,1,,Y,,1,
20182019,118,WHITLEY,591,Whitley County,,---District Total---,591,,,SESC,907,ELM,,,0,,,,0,
20182019,118,WHITLEY,591,Whitley County,,---District Total---,591,,,SESC,907,CSG,N,37,43,86.0,N,35,42,83.3
20182019,118,WHITLEY,591,Whitley County,,---District Total---,591,,,SESC,907,ACO,N,221,226,97.8,N,226,229,98.7
20182019,118,WHITLEY,591,Whitley County,,---District Total---,591,,,SESC,907,ACD,N,33,39,84.6,N,31,38,81.6
20182019,118,WHITLEY,591,Whitley County,,---District Total---,591,,,SESC,907,ETP,,,0,,,,0,
20182019,118,WHITLEY,591,Whitley County,,---District Total---,591,,,SESC,907,TST,N,254,265,95.8,N,257,267,96.3
20182019,118,WHITLEY,591,Whitley County,,---District Total---,591,,,SESC,907,SXM,N,127,135,94.1,N,132,140,94.3
20182019,118,WHITLEY,591,Whitley County,,---District Total---,591,,,SESC,907,SXF,N,127,130,97.7,N,125,127,98.4
20182019,118,WHITLEY,591,Whitley County,,---District Total---,591,,,SESC,907,MIG,,,0,,,,0,
20182019,118,WHITLEY,591,Whitley County,,---District Total---,591,,,SESC,907,LUP,N,188,198,94.9,N,189,198,95.5
20182019,118,WHITLEY,591,Whitley County,,---District Total---,591,,,SESC,907,LUN,N,66,67,98.5,N,68,69,98.6
20182019,118,WHITLEY,591,Whitley County,,---District Total---,591,,,SESC,907,LEP,,,0,,,,0,
20182019,118,WHITLEY,591,Whitley County,,---District Total---,591,,,SESC,907,LEN,N,254,265,95.8,N,257,267,96.3
20182019,118,WHITLEY,591,Whitley County,,---District Total---,591,,,SESC,907,HOM,Y,,2,,Y,,8,
20182019,118,WHITLEY,591,Whitley County,,---District Total---,591,,,SESC,907,ETW,N,248,259,95.8,N,251,261,96.2
20182019,118,WHITLEY,592,Williamsburg Independent,012,Williamsburg City School,592012,118592012,210591001939,SESC,907,ACD,Y,,7,,Y,,7,
20182019,118,WHITLEY,592,Williamsburg Independent,012,Williamsburg City School,592012,118592012,210591001939,SESC,907,TST,N,54,58,93.1,N,48,55,87.3
20182019,118,WHITLEY,592,Williamsburg Independent,012,Williamsburg City School,592012,118592012,210591001939,SESC,907,CSG,Y,,9,,Y,,8,
20182019,118,WHITLEY,592,Williamsburg Independent,012,Williamsburg City School,592012,118592012,210591001939,SESC,907,ELM,,,0,,,,0,
20182019,118,WHITLEY,592,Williamsburg Independent,012,Williamsburg City School,592012,118592012,210591001939,SESC,907,ETA,,,0,,,,0,
20182019,118,WHITLEY,592,Williamsburg Independent,012,Williamsburg City School,592012,118592012,210591001939,SESC,907,ETB,Y,,2,,Y,,1,
20182019,118,WHITLEY,592,Williamsburg Independent,012,Williamsburg City School,592012,118592012,210591001939,SESC,907,ETH,,,0,,,,0,
20182019,118,WHITLEY,592,Williamsburg Independent,012,Williamsburg City School,592012,118592012,210591001939,SESC,907,ETI,,,0,,,,0,
20182019,118,WHITLEY,592,Williamsburg Independent,012,Williamsburg City School,592012,118592012,210591001939,SESC,907,ETO,,,0,,,,0,
20182019,118,WHITLEY,592,Williamsburg Independent,012,Williamsburg City School,592012,118592012,210591001939,SESC,907,SXM,N,31,32,96.9,N,22,26,84.6
20182019,118,WHITLEY,592,Williamsburg Independent,012,Williamsburg City School,592012,118592012,210591001939,SESC,907,SXF,N,23,26,88.5,N,26,29,89.7
20182019,118,WHITLEY,592,Williamsburg Independent,012,Williamsburg City School,592012,118592012,210591001939,SESC,907,MIG,Y,,1,,,,0,
20182019,118,WHITLEY,592,Williamsburg Independent,012,Williamsburg City School,592012,118592012,210591001939,SESC,907,LUP,N,32,36,88.9,N,28,35,80.0
20182019,118,WHITLEY,592,Williamsburg Independent,012,Williamsburg City School,592012,118592012,210591001939,SESC,907,LUN,N,22,22,100.0,N,20,20,100.0
20182019,118,WHITLEY,592,Williamsburg Independent,012,Williamsburg City School,592012,118592012,210591001939,SESC,907,LEP,,,0,,,,0,
20182019,118,WHITLEY,592,Williamsburg Independent,012,Williamsburg City School,592012,118592012,210591001939,SESC,907,LEN,N,54,58,93.1,N,48,55,87.3
20182019,118,WHITLEY,592,Williamsburg Independent,012,Williamsburg City School,592012,118592012,210591001939,SESC,907,HOM,,,0,,Y,,2,
20182019,118,WHITLEY,592,Williamsburg Independent,012,Williamsburg City School,592012,118592012,210591001939,SESC,907,ETW,N,52,56,92.9,N,47,54,87.0
20182019,118,WHITLEY,592,Williamsburg Independent,012,Williamsburg City School,592012,118592012,210591001939,SESC,907,ETP,,,0,,,,0,
20182019,118,WHITLEY,592,Williamsburg Independent,012,Williamsburg City School,592012,118592012,210591001939,SESC,907,ACO,N,47,51,92.2,N,42,48,87.5
20182019,118,WHITLEY,592,Williamsburg Independent,,---District Total---,592,,,SESC,907,ACD,Y,,7,,Y,,7,
20182019,118,WHITLEY,592,Williamsburg Independent,,---District Total---,592,,,SESC,907,ACO,N,47,51,92.2,N,42,48,87.5
20182019,118,WHITLEY,592,Williamsburg Independent,,---District Total---,592,,,SESC,907,CSG,Y,,9,,Y,,8,
20182019,118,WHITLEY,592,Williamsburg Independent,,---District Total---,592,,,SESC,907,ELM,,,0,,,,0,
20182019,118,WHITLEY,592,Williamsburg Independent,,---District Total---,592,,,SESC,907,ETA,,,0,,,,0,
20182019,118,WHITLEY,592,Williamsburg Independent,,---District Total---,592,,,SESC,907,ETB,Y,,2,,Y,,1,
20182019,118,WHITLEY,592,Williamsburg Independent,,---District Total---,592,,,SESC,907,ETH,,,0,,,,0,
20182019,118,WHITLEY,592,Williamsburg Independent,,---District Total---,592,,,SESC,907,ETI,,,0,,,,0,
20182019,118,WHITLEY,592,Williamsburg Independent,,---District Total---,592,,,SESC,907,ETO,,,0,,,,0,
20182019,118,WHITLEY,592,Williamsburg Independent,,---District Total---,592,,,SESC,907,ETP,,,0,,,,0,
20182019,118,WHITLEY,592,Williamsburg Independent,,---District Total---,592,,,SESC,907,ETW,N,52,56,92.9,N,47,54,87.0
20182019,118,WHITLEY,592,Williamsburg Independent,,---District Total---,592,,,SESC,907,HOM,,,0,,Y,,2,
20182019,118,WHITLEY,592,Williamsburg Independent,,---District Total---,592,,,SESC,907,LEN,N,54,58,93.1,N,48,55,87.3
20182019,118,WHITLEY,592,Williamsburg Independent,,---District Total---,592,,,SESC,907,LEP,,,0,,,,0,
20182019,118,WHITLEY,592,Williamsburg Independent,,---District Total---,592,,,SESC,907,LUN,N,22,22,100.0,N,20,20,100.0
20182019,118,WHITLEY,592,Williamsburg Independent,,---District Total---,592,,,SESC,907,LUP,N,32,36,88.9,N,28,35,80.0
20182019,118,WHITLEY,592,Williamsburg Independent,,---District Total---,592,,,SESC,907,MIG,Y,,1,,,,0,
20182019,118,WHITLEY,592,Williamsburg Independent,,---District Total---,592,,,SESC,907,SXF,N,23,26,88.5,N,26,29,89.7
20182019,118,WHITLEY,592,Williamsburg Independent,,---District Total---,592,,,SESC,907,SXM,N,31,32,96.9,N,22,26,84.6
20182019,118,WHITLEY,592,Williamsburg Independent,,---District Total---,592,,,SESC,907,TST,N,54,58,93.1,N,48,55,87.3
20182019,041,GRANT,593,Williamstown Independent,030,Williamstown Sr. High,593030,041593030,210594002308,NKCES,905,ETO,,,0,,,,0,
20182019,041,GRANT,593,Williamstown Independent,030,Williamstown Sr. High,593030,041593030,210594002308,NKCES,905,ETI,,,0,,,,0,
20182019,041,GRANT,593,Williamstown Independent,030,Williamstown Sr. High,593030,041593030,210594002308,NKCES,905,ETW,N,50,52,96.2,N,58,59,98.3
20182019,041,GRANT,593,Williamstown Independent,030,Williamstown Sr. High,593030,041593030,210594002308,NKCES,905,HOM,,,0,,,,0,
20182019,041,GRANT,593,Williamstown Independent,030,Williamstown Sr. High,593030,041593030,210594002308,NKCES,905,LEN,N,50,52,96.2,N,60,61,98.4
20182019,041,GRANT,593,Williamstown Independent,030,Williamstown Sr. High,593030,041593030,210594002308,NKCES,905,LEP,,,0,,,,0,
20182019,041,GRANT,593,Williamstown Independent,030,Williamstown Sr. High,593030,041593030,210594002308,NKCES,905,LUN,N,27,28,96.4,N,27,27,100.0
